client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,inquiry_submit_count,total_web_events,lead_quality,total_page_views,unique_pages_visited,avg_web_response_ms,web_error_hits,intent_score,commercial_readiness_score,priority_band,total_web_requests,unique_sessions,web_visit_count,demo_request_count,ai_assistant_request_count,promotional_event_count,contract_confirmation_count,proposal_download_count,high_intent_hits,web_error_count,avg_response_time_ms,first_web_event,last_web_event,top_page
CL10051,SESS70051,184.213.79.15,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,Cloud Security Analytics,Analytics,Referral,Partner Referral Programme,SR001,Naledi,Botswana Core,420000,2025-02-15,2025-02-22,,,Demo Requested,1,1,0,0,60,0.3331,0.0,11089.71,7325.09,-7325.09,,BWP,1,7,Medium,7,6,432.9,0,64,62,Nurture,10,10,10,2,0,0,0,0,2,0,484.8,2025-01-13 07:04:10,2025-06-03 11:41:07,/case-studies
CL10052,SESS70052,162.54.152.146,Small,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Legal Services,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR003,Lorato,South Africa Enterprise,480000,2025-01-02,,,,Inquiry,1,0,0,0,42,0.0984,0.0,3468.43,7755.98,-7755.98,,BWP,1,7,Low,7,5,379.3,1,52,46,Nurture,8,8,8,0,1,1,0,0,2,1,486.0,2025-01-16 07:27:12,2025-06-27 01:19:52,/pricing
CL10053,SESS70053,58.12.243.57,Micro,South Africa,SADC,Cape Town,-33.9249,18.4241,High,0.64,Mining,Executive Cyber Training,Training,Direct Visit,Organic Website Visit,SR002,Kagiso,Botswana Core,390000,2025-05-30,,,,Inquiry,1,0,0,0,57,0.2727,0.0,3894.28,3142.02,-3142.02,,BWP,1,6,Medium,6,5,367.5,1,50,54,Nurture,7,7,7,0,1,0,0,0,1,0,438.4,2025-01-31 17:38:15,2025-06-18 16:47:19,/
CL10054,SESS70054,193.3.92.109,Small,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Financial Services,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR007,Neo,International Expansion,520000,2025-05-11,2025-05-14,,,Demo Requested,1,1,0,0,69,0.4333,0.0,29913.7,15186.6,-15186.6,,BWP,1,10,High,10,6,364.4,0,80,74,Sales Ready,9,9,9,1,1,1,0,0,3,0,401.7,2025-01-24 00:49:19,2025-06-04 18:18:28,/
CL10055,SESS70055,75.99.202.152,Micro,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Hospitality,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-05-17,2025-05-24,2025-05-31,,Proposal Sent,1,1,1,0,75,0.332,0.0,8203.83,5435.81,-5435.81,,BWP,1,7,High,7,7,497.7,0,64,70,Sales Ready,12,12,12,2,0,0,0,0,2,0,590.8,2025-01-13 19:34:41,2025-06-30 01:01:24,/pricing
CL10056,SESS70056,150.83.80.155,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Hospitality,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-05-29,2025-06-05,2025-06-09,,Proposal Sent,1,1,1,0,63,0.2651,0.0,14087.57,11689.92,-11689.92,,BWP,1,8,Medium,8,7,465.6,1,64,63,Nurture,6,6,6,3,0,0,0,1,4,0,419.2,2025-01-27 07:24:56,2025-06-25 15:31:42,/schedule-demo
CL10057,SESS70057,165.242.206.1,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-04-06,2025-04-12,,,Demo Requested,1,1,0,0,90,0.3947,0.0,24939.77,13899.6,-13899.6,,BWP,1,7,Hot,7,6,423.0,0,54,74,Sales Ready,8,8,8,3,1,0,0,0,4,0,372.9,2025-01-28 20:49:08,2025-06-21 10:09:38,/schedule-demo
CL10058,SESS70058,136.234.158.249,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Telecommunications,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR006,Boitumelo,Regional Growth,400000,2025-04-25,,,,Inquiry,1,0,0,0,58,0.2339,0.0,12480.26,11737.44,-11737.44,,BWP,1,5,Medium,5,4,311.4,1,28,44,Low Priority,2,2,2,0,0,0,0,0,0,0,325.0,2025-03-17 04:38:50,2025-06-20 04:01:08,/
CL10059,SESS70059,72.102.231.183,Large,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Education,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-02-02,,,,Inquiry,1,0,0,0,65,0.2074,0.0,18885.58,20034.43,-20034.43,,BWP,1,5,Medium,5,4,330.8,0,30,49,Nurture,11,11,11,0,1,0,0,0,1,1,521.0,2025-01-12 04:09:05,2025-06-22 08:23:16,/
CL10060,SESS70060,112.86.51.95,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Logistics,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-01-27,2025-01-31,2025-02-05,2025-02-20,Contract Confirmed,1,1,1,1,82,0.4235,11317.81,8205.02,4262.54,7055.27,24.0,BWP,1,8,Hot,8,7,469.1,0,76,79,Sales Ready,11,11,11,2,0,1,1,1,5,1,513.5,2025-01-08 16:25:36,2025-06-19 01:43:52,/schedule-demo
CL10061,SESS70061,190.191.167.86,Large,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Logistics,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-05-11,2025-05-14,2025-05-20,,Proposal Sent,1,1,1,0,61,0.175,0.0,13355.1,16787.87,-16787.87,,BWP,1,9,Medium,9,7,474.3,0,78,69,Sales Ready,5,5,5,2,1,0,0,0,3,0,462.4,2025-02-18 20:49:15,2025-06-16 01:10:12,/schedule-demo
CL10062,SESS70062,116.113.21.73,Enterprise,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Retail,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-04-08,2025-04-10,2025-04-19,2025-04-26,Contract Confirmed,1,1,1,1,80,0.6949,50401.54,22940.19,7262.96,43138.58,18.0,BWP,1,8,High,8,7,338.0,0,66,74,Sales Ready,13,13,13,4,0,1,1,2,8,0,446.9,2025-01-26 10:42:42,2025-06-27 04:39:23,/schedule-demo
CL10063,SESS70063,192.117.187.162,Medium,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Education,Threat Detection Platform,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-04-24,,,,Inquiry,1,0,0,0,37,0.0511,0.0,3638.8,15651.9,-15651.9,,BWP,1,5,Low,5,4,407.4,0,30,34,Low Priority,9,9,9,0,1,0,0,0,1,0,448.9,2025-01-24 11:03:58,2025-06-28 16:52:01,/
CL10064,SESS70064,196.87.235.109,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Hospitality,SME Security Package,SME,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-05-27,2025-05-29,2025-06-03,2025-06-15,Contract Confirmed,1,1,1,1,49,0.1972,29721.42,4367.03,4870.8,24850.62,19.0,BWP,1,11,Medium,11,9,523.8,1,100,72,Sales Ready,8,8,8,3,0,0,1,1,5,0,655.0,2025-01-19 10:40:01,2025-06-30 09:19:13,/schedule-demo
CL10065,SESS70065,94.227.249.15,Small,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Retail,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-05-06,,,,Inquiry,1,0,0,0,62,0.207,0.0,6518.68,6928.35,-6928.35,,BWP,1,5,Medium,5,4,471.2,0,40,52,Nurture,8,8,8,0,0,0,0,0,0,0,448.9,2025-01-20 11:17:19,2025-06-24 13:51:59,/
CL10066,SESS70066,60.88.115.160,Large,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Education,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-04-22,2025-04-23,,,Demo Requested,1,1,0,0,78,0.4548,0.0,24849.45,12020.66,-12020.66,,BWP,1,9,High,9,6,362.8,0,78,78,Sales Ready,6,6,6,1,0,0,0,0,1,1,529.3,2025-01-14 17:35:30,2025-05-20 02:13:00,/
CL10067,SESS70067,191.237.165.231,Large,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Education,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-04-23,,,,Inquiry,1,0,0,0,68,0.4417,0.0,9131.59,4547.84,-4547.84,,BWP,1,8,High,8,5,417.1,0,56,63,Nurture,12,12,12,0,2,0,0,0,2,3,684.2,2025-01-03 07:42:17,2025-06-26 17:48:59,/
CL10068,SESS70068,53.125.241.141,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Legal Services,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-03-08,2025-03-10,,,Demo Requested,1,1,0,0,69,0.325,0.0,9696.6,6563.7,-6563.7,,BWP,1,6,High,6,6,424.8,0,52,61,Nurture,7,7,7,1,0,0,0,0,1,0,484.3,2025-02-01 08:51:13,2025-06-03 21:53:48,/
CL10069,SESS70069,106.176.113.151,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Financial Services,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-01-08,2025-01-13,2025-01-21,,Proposal Sent,1,1,1,0,62,0.3348,0.0,21019.42,13810.5,-13810.5,,BWP,1,7,Medium,7,7,440.4,1,62,62,Nurture,5,5,5,0,1,0,0,1,2,2,702.4,2025-01-15 22:16:10,2025-04-15 22:34:35,/case-studies
CL10070,SESS70070,75.237.62.224,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Logistics,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-04-02,2025-04-05,2025-04-13,,Proposal Sent,1,1,1,0,50,0.1633,0.0,5378.55,7246.32,-7246.32,,BWP,1,8,Medium,8,7,469.2,1,64,56,Nurture,7,7,7,0,0,0,0,1,1,0,528.4,2025-01-17 01:03:16,2025-06-05 01:32:13,/services
CL10071,SESS70071,174.66.188.165,Micro,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Healthcare,Threat Detection Platform,Platform,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-02-18,2025-02-21,2025-03-02,,Proposal Sent,1,1,1,0,76,0.2238,0.0,11449.09,11253.0,-11253.0,,BWP,1,9,High,9,6,389.3,0,58,68,Sales Ready,9,9,9,1,1,0,0,0,2,0,535.2,2025-03-02 22:35:14,2025-06-14 06:29:39,/
CL10072,SESS70072,150.183.175.125,Enterprise,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Education,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-03-28,2025-04-03,2025-04-08,2025-04-17,Contract Confirmed,1,1,1,1,48,0.1897,20362.84,4749.72,5507.15,14855.69,20.0,BWP,1,9,Medium,9,7,406.8,0,78,62,Nurture,10,10,10,1,0,0,1,0,2,0,588.5,2025-01-06 01:16:27,2025-06-30 21:38:42,/services
CL10073,SESS70073,170.43.55.157,Medium,Zambia,SADC,Ndola,-12.9587,28.6366,Medium,0.38,Mining,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-06-09,2025-06-10,2025-06-13,,Proposal Sent,1,1,1,0,92,0.4716,0.0,14770.23,6890.4,-6890.4,,BWP,1,10,Hot,10,7,404.6,0,100,96,Urgent Follow-up,8,8,8,0,1,0,0,1,2,0,498.6,2025-01-03 04:48:54,2025-05-23 13:40:15,/
CL10074,SESS70074,103.190.138.56,Large,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Mining,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR007,Neo,International Expansion,520000,2025-02-22,2025-02-28,,,Demo Requested,1,1,0,0,58,0.2933,0.0,23893.89,17923.61,-17923.61,,BWP,1,6,Medium,6,6,327.0,0,52,55,Nurture,8,8,8,1,0,0,0,0,1,0,473.0,2025-02-03 11:18:39,2025-05-08 22:55:04,/case-studies
CL10075,SESS70075,186.169.124.34,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-01-15,2025-01-20,,,Demo Requested,1,1,0,0,57,0.2113,0.0,8242.48,8583.3,-8583.3,,BWP,1,6,Medium,6,5,528.3,0,52,55,Nurture,15,15,15,2,2,0,0,0,4,1,456.1,2025-01-13 23:27:27,2025-06-24 10:06:46,/pricing
CL10076,SESS70076,131.114.120.214,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-03-03,2025-03-04,,,Demo Requested,1,1,0,0,74,0.4046,0.0,13035.87,7088.8,-7088.8,,BWP,1,10,High,10,7,407.2,0,100,86,Urgent Follow-up,11,11,11,4,2,0,0,0,6,0,395.9,2025-01-03 06:10:14,2025-06-16 23:27:18,/schedule-demo
CL10077,SESS70077,89.202.23.250,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Telecommunications,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-03-06,2025-03-12,2025-03-21,,Proposal Sent,1,1,1,0,61,0.2174,0.0,12525.51,12676.44,-12676.44,,BWP,1,10,Medium,10,7,383.0,0,80,70,Sales Ready,7,7,7,0,1,0,0,1,2,0,363.0,2025-01-27 04:47:04,2025-05-31 08:51:10,/services
CL10078,SESS70078,182.61.26.132,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Legal Services,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-05-10,2025-05-11,,,Demo Requested,1,1,0,0,40,0.1422,0.0,2626.25,4062.96,-4062.96,,BWP,1,6,Low,6,5,483.7,0,42,41,Low Priority,12,12,12,2,2,0,0,0,4,2,452.2,2025-01-10 20:10:20,2025-06-26 21:45:07,/pricing
CL10079,SESS70079,190.2.246.35,Large,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Logistics,Executive Cyber Training,Training,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-04-23,2025-04-26,,,Demo Requested,1,1,0,0,74,0.3984,0.0,9627.12,5316.16,-5316.16,,BWP,1,7,High,7,6,581.7,0,54,65,Nurture,6,6,6,2,0,0,0,0,2,1,735.7,2025-01-17 07:06:41,2025-06-11 14:56:33,/schedule-demo
CL10080,SESS70080,123.204.20.245,Micro,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Logistics,Threat Detection Platform,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-05-29,2025-06-03,2025-06-06,,Proposal Sent,1,1,1,0,80,0.2899,0.0,13394.57,10164.53,-10164.53,,BWP,1,7,High,7,6,355.3,0,64,73,Sales Ready,7,7,7,1,0,0,0,1,2,0,519.0,2025-01-10 23:44:07,2025-04-07 00:12:15,/
CL10081,SESS70081,64.51.72.237,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-05-11,,,,Inquiry,1,0,0,0,50,0.2841,0.0,4093.19,3169.11,-3169.11,,BWP,1,7,Medium,7,6,495.7,0,64,56,Nurture,9,9,9,0,0,0,0,0,0,0,398.9,2025-01-26 03:25:26,2025-06-17 17:50:09,/
CL10082,SESS70082,184.153.181.224,Large,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Hospitality,AI Security Audit,Advisory,Regional Roadshow,Windhoek SME Security Roadshow,SR004,Thato,South Africa Enterprise,460000,2025-03-27,,,,Inquiry,1,0,0,0,65,0.3046,0.0,14672.22,10598.86,-10598.86,,BWP,1,5,Medium,5,4,447.4,0,30,49,Nurture,13,13,13,0,2,1,0,0,3,1,420.0,2025-01-13 22:23:04,2025-06-29 22:33:51,/
CL10083,SESS70083,136.175.171.189,Micro,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Education,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-06-03,2025-06-04,2025-06-10,,Proposal Sent,1,1,1,0,55,0.1847,0.0,7300.01,8695.5,-8695.5,,BWP,1,9,Medium,9,7,410.2,0,78,65,Nurture,3,3,3,2,1,0,0,0,3,0,401.0,2025-02-20 22:22:43,2025-04-13 22:20:23,/schedule-demo
CL10084,SESS70084,106.185.21.135,Large,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Healthcare,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-02-08,,,,Inquiry,1,0,0,0,49,0.1909,0.0,7256.16,8363.52,-8363.52,,BWP,1,6,Medium,6,3,513.8,0,22,37,Low Priority,9,9,9,0,0,0,0,0,0,2,609.0,2025-02-24 04:09:07,2025-06-19 17:49:07,/services
CL10085,SESS70085,193.37.123.36,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Government,SME Security Package,SME,Regional Roadshow,Windhoek SME Security Roadshow,SR004,Thato,South Africa Enterprise,460000,2025-01-06,,,,Inquiry,1,0,0,0,27,0.0414,0.0,1028.36,5467.18,-5467.18,,BWP,1,9,Low,9,6,422.0,0,88,54,Nurture,11,11,11,0,1,0,0,0,1,0,536.9,2025-01-07 11:00:18,2025-06-28 15:05:34,/
CL10086,SESS70086,164.118.78.83,Large,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Financial Services,SME Security Package,SME,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-01-22,2025-01-26,,,Demo Requested,1,1,0,0,56,0.2167,0.0,8666.99,8800.0,-8800.0,,BWP,1,6,Medium,6,5,400.3,0,42,50,Nurture,12,12,12,1,0,0,0,0,1,0,444.1,2025-01-03 04:30:09,2025-05-22 12:11:31,/pricing
CL10087,SESS70087,81.34.20.167,Enterprise,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Retail,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-05-20,,,,Inquiry,1,0,0,0,65,0.1852,0.0,22821.21,27114.62,-27114.62,,BWP,1,6,Medium,6,5,368.0,0,52,59,Nurture,6,6,6,0,0,0,0,0,0,0,520.2,2025-01-17 01:58:45,2025-05-18 16:27:40,/services
CL10088,SESS70088,153.246.226.189,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR001,Naledi,Botswana Core,420000,2025-04-06,,,,Inquiry,1,0,0,0,55,0.1833,0.0,9156.11,10986.62,-10986.62,,BWP,1,4,Medium,4,4,438.2,0,28,43,Low Priority,7,7,7,0,2,0,0,0,2,0,520.0,2025-01-30 11:25:23,2025-06-03 06:16:27,/
CL10089,SESS70089,92.91.156.181,Micro,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Mining,Threat Detection Platform,Platform,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-02-07,2025-02-10,2025-02-12,,Proposal Sent,1,1,1,0,81,0.2809,0.0,15149.83,11866.8,-11866.8,,BWP,1,8,Hot,8,6,382.0,0,56,70,Sales Ready,10,10,10,1,0,0,0,0,1,1,426.7,2025-01-30 08:30:10,2025-06-29 22:12:20,/
CL10090,SESS70090,152.170.119.162,Medium,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Logistics,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-04-13,2025-04-20,2025-04-23,,Proposal Sent,1,1,1,0,98,0.4555,0.0,10475.61,5060.0,-5060.0,,BWP,1,6,Hot,6,6,382.2,0,52,77,Sales Ready,9,9,9,1,0,0,0,0,1,1,659.0,2025-01-11 05:49:10,2025-06-10 09:55:18,/
CL10091,SESS70091,57.183.117.166,Medium,United States,International,New York,40.7128,-74.006,High,0.76,Telecommunications,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-02-05,2025-02-12,2025-02-19,,Proposal Sent,1,1,1,0,97,0.5533,0.0,34608.98,13761.4,-13761.4,,BWP,1,8,Hot,8,7,427.2,0,66,83,Urgent Follow-up,12,12,12,1,0,0,0,0,1,1,568.8,2025-01-04 05:58:13,2025-06-04 19:44:31,/pricing
CL10092,SESS70092,47.28.222.253,Large,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Legal Services,SME Security Package,SME,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-05-16,2025-05-22,2025-05-31,2025-06-17,Contract Confirmed,1,1,1,1,76,0.4985,17578.24,15505.81,6842.88,10735.36,32.0,BWP,1,10,High,10,8,470.7,0,90,82,Urgent Follow-up,9,9,9,2,1,0,1,0,4,0,458.2,2025-01-10 11:49:25,2025-05-16 06:33:19,/
CL10093,SESS70093,43.55.25.117,Large,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Government,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR006,Boitumelo,Regional Growth,400000,2025-04-03,2025-04-07,2025-04-17,2025-05-09,Contract Confirmed,1,1,1,1,62,0.1946,37933.11,12489.97,14122.24,23810.87,36.0,BWP,1,9,Medium,9,9,428.7,0,88,74,Sales Ready,10,10,10,1,0,2,0,1,4,0,460.7,2025-01-17 01:48:33,2025-06-08 12:33:33,/pricing
CL10094,SESS70094,132.220.77.201,Medium,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Retail,Threat Detection Platform,Platform,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-03-23,2025-03-24,,,Demo Requested,1,1,0,0,58,0.176,0.0,12956.8,16197.5,-16197.5,,BWP,1,6,Medium,6,6,461.7,0,52,55,Nurture,11,11,11,3,0,0,0,0,3,0,464.1,2025-02-03 04:23:02,2025-06-28 14:44:51,/
CL10095,SESS70095,76.115.233.123,Medium,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Retail,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR005,Amogelang,Regional Growth,410000,2025-03-07,,,,Inquiry,1,0,0,0,67,0.2634,0.0,11633.67,9718.5,-9718.5,,BWP,1,6,High,6,5,365.8,0,52,60,Nurture,7,7,7,0,1,3,0,0,4,0,480.6,2025-01-10 19:02:10,2025-05-01 16:47:33,/events/webinar
CL10096,SESS70096,120.150.23.5,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Mining,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-05-05,2025-05-06,2025-05-13,,Proposal Sent,1,1,1,0,81,0.272,0.0,10459.14,8459.88,-8459.88,,BWP,1,7,Hot,7,6,593.7,0,64,73,Sales Ready,17,17,17,6,2,0,0,1,9,2,585.1,2025-01-22 00:03:32,2025-06-26 08:40:34,/schedule-demo
CL10097,SESS70097,151.47.44.168,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Healthcare,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-03-19,2025-03-23,,,Demo Requested,1,1,0,0,72,0.3364,0.0,9990.5,6534.0,-6534.0,,BWP,1,9,High,9,6,376.4,0,68,70,Sales Ready,7,7,7,2,1,0,0,0,3,0,595.9,2025-01-08 12:35:30,2025-04-25 03:25:33,/contact
CL10098,SESS70098,93.223.156.14,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Mining,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-01-21,,,,Inquiry,1,0,0,0,58,0.2243,0.0,27872.23,27341.11,-27341.11,,BWP,1,6,Medium,6,5,231.8,0,52,55,Nurture,13,13,13,0,1,0,0,0,1,1,435.6,2025-01-04 06:09:01,2025-06-14 09:39:34,/services
CL10099,SESS70099,83.69.22.190,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Financial Services,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-01-28,2025-01-30,2025-02-07,,Proposal Sent,1,1,1,0,98,0.2585,0.0,27040.97,23017.5,-23017.5,,BWP,1,8,Hot,8,6,473.4,0,56,79,Sales Ready,10,10,10,1,0,0,0,1,2,0,453.0,2025-01-22 14:01:01,2025-06-09 02:09:49,/services
CL10100,SESS70100,120.211.208.192,Large,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Telecommunications,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-06-25,,,,Inquiry,1,0,0,0,59,0.2191,0.0,14677.53,14735.0,-14735.0,,BWP,1,5,Medium,5,4,257.8,0,40,50,Nurture,8,8,8,0,2,0,0,0,2,1,616.1,2025-01-18 20:58:07,2025-06-30 14:22:47,/
CL10101,SESS70101,93.236.130.204,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Legal Services,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-06-17,,,,Inquiry,1,0,0,0,86,0.6157,0.0,8212.22,2934.36,-2934.36,,BWP,1,4,Hot,4,4,396.8,0,28,60,Nurture,7,7,7,0,0,1,0,0,1,0,473.0,2025-01-23 22:36:25,2025-05-13 04:41:44,/
CL10102,SESS70102,52.244.125.187,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-05-16,2025-05-19,2025-05-28,,Proposal Sent,1,1,1,0,67,0.4183,0.0,10728.59,5643.0,-5643.0,,BWP,1,9,High,9,7,459.7,0,68,67,Sales Ready,11,11,11,2,0,0,0,1,3,1,545.6,2025-02-05 22:21:10,2025-06-27 02:44:37,/services
