client_id,session_id,c_ip,company_size,country,country_group,city,latitude,longitude,market_priority,market_saturation_index,industry,service_type,service_category,marketing_channel,campaign_name,sales_rep_id,sales_rep_name,sales_team,monthly_rep_target,inquiry_date,demo_date,proposal_date,close_date,current_stage,has_inquiry,has_demo,has_proposal,converted,lead_score,conversion_probability,actual_revenue,forecast_revenue,target_revenue,revenue_gap,sales_cycle_days,currency,web_visit_count,inquiry_submit_count,demo_request_count,ai_assistant_request_count,contract_confirmation_count,avg_response_time_ms,web_error_count,total_web_events,lead_quality,total_page_views,high_intent_hits,unique_pages_visited,avg_web_response_ms,web_error_hits,first_web_event,last_web_event,intent_score,commercial_readiness_score,priority_band
CL10054,SESS70054,193.3.92.109,Small,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Financial Services,Fraud Monitoring Solution,Platform,Referral,Partner Referral Programme,SR007,Neo,International Expansion,520000,2025-05-11,2025-05-14,,,Demo Requested,1,1,0,0,69,0.4333,0.0,29913.7,15186.6,-15186.6,,BWP,8,1,1,0,0,364.4,0,10,High,10,6,6,364.4,0,2025-05-11T19:44:00,2025-05-12T10:09:00,80,74,Sales Ready
CL10055,SESS70055,75.99.202.152,Micro,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Hospitality,Cloud Security Analytics,Analytics,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-05-17,2025-05-24,2025-05-31,,Proposal Sent,1,1,1,0,75,0.332,0.0,8203.83,5435.81,-5435.81,,BWP,3,1,1,1,0,497.7,0,7,High,7,5,7,497.7,0,2025-05-17T23:17:00,2025-05-18T09:11:00,64,70,Sales Ready
CL10056,SESS70056,150.83.80.155,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Hospitality,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR002,Kagiso,Botswana Core,390000,2025-05-29,2025-06-05,2025-06-09,,Proposal Sent,1,1,1,0,63,0.2651,0.0,14087.57,11689.92,-11689.92,,BWP,4,1,1,1,0,465.6,1,8,Medium,8,5,7,465.6,1,2025-05-29T21:22:00,2025-05-30T06:15:00,64,63,Nurture
CL10057,SESS70057,165.242.206.1,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,Fraud Monitoring Solution,Platform,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-04-06,2025-04-12,,,Demo Requested,1,1,0,0,90,0.3947,0.0,24939.77,13899.6,-13899.6,,BWP,4,1,1,1,0,423.0,0,7,Hot,7,4,6,423.0,0,2025-04-06T16:56:00,2025-04-07T02:24:00,54,74,Sales Ready
CL10058,SESS70058,136.234.158.249,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Telecommunications,Fraud Monitoring Solution,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR006,Boitumelo,Regional Growth,400000,2025-04-25,,,,Inquiry,1,0,0,0,58,0.2339,0.0,12480.26,11737.44,-11737.44,,BWP,4,1,0,0,0,311.4,1,5,Medium,5,2,4,311.4,1,2025-04-25T09:54:00,2025-04-25T12:57:00,28,44,Low Priority
CL10059,SESS70059,72.102.231.183,Large,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Education,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-02-02,,,,Inquiry,1,0,0,0,65,0.2074,0.0,18885.58,20034.43,-20034.43,,BWP,4,1,0,0,0,330.8,0,5,Medium,5,2,4,330.8,0,2025-02-02T12:24:00,2025-02-02T19:27:00,30,49,Nurture
CL10060,SESS70060,112.86.51.95,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Logistics,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR002,Kagiso,Botswana Core,390000,2025-01-27,2025-01-31,2025-02-05,2025-02-20,Contract Confirmed,1,1,1,1,82,0.4235,11317.81,8205.02,4262.54,7055.27,24.0,BWP,4,1,1,0,1,469.1,0,8,Hot,8,6,7,469.1,0,2025-01-27T14:41:00,2025-01-27T23:03:00,76,79,Sales Ready
CL10061,SESS70061,190.191.167.86,Large,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Logistics,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-05-11,2025-05-14,2025-05-20,,Proposal Sent,1,1,1,0,61,0.175,0.0,13355.1,16787.87,-16787.87,,BWP,6,1,1,0,0,474.3,0,9,Medium,9,6,7,474.3,0,2025-05-11T15:36:00,2025-05-12T02:56:00,78,69,Sales Ready
CL10062,SESS70062,116.113.21.73,Enterprise,United Kingdom,International,London,51.5072,-0.1276,High,0.71,Retail,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR008,Lesedi,International Expansion,500000,2025-04-08,2025-04-10,2025-04-19,2025-04-26,Contract Confirmed,1,1,1,1,80,0.6949,50401.54,22940.19,7262.96,43138.58,18.0,BWP,4,1,1,0,1,338.0,0,8,High,8,5,7,338.0,0,2025-04-08T14:21:00,2025-04-08T20:58:00,66,74,Sales Ready
CL10063,SESS70063,192.117.187.162,Medium,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Education,Threat Detection Platform,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-04-24,,,,Inquiry,1,0,0,0,37,0.0511,0.0,3638.8,15651.9,-15651.9,,BWP,4,1,0,0,0,407.4,0,5,Low,5,2,4,407.4,0,2025-04-24T16:53:00,2025-04-25T01:17:00,30,34,Low Priority
CL10064,SESS70064,196.87.235.109,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Hospitality,SME Security Package,SME,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-05-27,2025-05-29,2025-06-03,2025-06-15,Contract Confirmed,1,1,1,1,49,0.1972,29721.42,4367.03,4870.8,24850.62,19.0,BWP,5,1,1,2,1,523.8,1,11,Medium,11,8,9,523.8,1,2025-05-27T23:42:00,2025-05-28T17:58:00,100,72,Sales Ready
CL10065,SESS70065,94.227.249.15,Small,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Retail,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-05-06,,,,Inquiry,1,0,0,0,62,0.207,0.0,6518.68,6928.35,-6928.35,,BWP,4,1,0,0,0,471.2,0,5,Medium,5,3,4,471.2,0,2025-05-06T21:17:00,2025-05-07T03:46:00,40,52,Nurture
CL10066,SESS70066,60.88.115.160,Large,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Education,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-04-22,2025-04-23,,,Demo Requested,1,1,0,0,78,0.4548,0.0,24849.45,12020.66,-12020.66,,BWP,4,1,1,3,0,362.8,0,9,High,9,6,6,362.8,0,2025-04-22T18:25:00,2025-04-23T06:45:00,78,78,Sales Ready
CL10067,SESS70067,191.237.165.231,Large,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Education,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR006,Boitumelo,Regional Growth,400000,2025-04-23,,,,Inquiry,1,0,0,0,68,0.4417,0.0,9131.59,4547.84,-4547.84,,BWP,6,1,0,1,0,417.1,0,8,High,8,4,5,417.1,0,2025-04-23T20:53:00,2025-04-24T09:27:00,56,63,Nurture
CL10068,SESS70068,53.125.241.141,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Legal Services,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-03-08,2025-03-10,,,Demo Requested,1,1,0,0,69,0.325,0.0,9696.6,6563.7,-6563.7,,BWP,3,1,1,1,0,424.8,0,6,High,6,4,6,424.8,0,2025-03-08T13:31:00,2025-03-08T23:23:00,52,61,Nurture
CL10069,SESS70069,106.176.113.151,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Financial Services,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-01-08,2025-01-13,2025-01-21,,Proposal Sent,1,1,1,0,62,0.3348,0.0,21019.42,13810.5,-13810.5,,BWP,3,1,1,1,0,440.4,1,7,Medium,7,5,7,440.4,1,2025-01-08T10:22:00,2025-01-08T22:05:00,62,62,Nurture
CL10070,SESS70070,75.237.62.224,Small,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Logistics,AI Security Audit,Advisory,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR004,Thato,South Africa Enterprise,460000,2025-04-02,2025-04-05,2025-04-13,,Proposal Sent,1,1,1,0,50,0.1633,0.0,5378.55,7246.32,-7246.32,,BWP,4,1,1,1,0,469.2,1,8,Medium,8,5,7,469.2,1,2025-04-02T15:27:00,2025-04-03T00:32:00,64,56,Nurture
CL10071,SESS70071,174.66.188.165,Micro,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Healthcare,Threat Detection Platform,Platform,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-02-18,2025-02-21,2025-03-02,,Proposal Sent,1,1,1,0,76,0.2238,0.0,11449.09,11253.0,-11253.0,,BWP,6,1,1,0,0,389.3,0,9,High,9,4,6,389.3,0,2025-02-18T13:57:00,2025-02-19T01:17:00,58,68,Sales Ready
CL10072,SESS70072,150.183.175.125,Enterprise,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Education,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR005,Amogelang,Regional Growth,410000,2025-03-28,2025-04-03,2025-04-08,2025-04-17,Contract Confirmed,1,1,1,1,48,0.1897,20362.84,4749.72,5507.15,14855.69,20.0,BWP,5,1,1,0,1,406.8,0,9,Medium,9,6,7,406.8,0,2025-03-28T20:28:00,2025-03-29T08:25:00,78,62,Nurture
CL10073,SESS70073,170.43.55.157,Medium,Zambia,SADC,Ndola,-12.9587,28.6366,Medium,0.38,Mining,SME Security Package,SME,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR001,Naledi,Botswana Core,420000,2025-06-09,2025-06-10,2025-06-13,,Proposal Sent,1,1,1,0,92,0.4716,0.0,14770.23,6890.4,-6890.4,,BWP,3,1,1,4,0,404.6,0,10,Hot,10,8,7,404.6,0,2025-06-09T23:25:00,2025-06-10T11:11:00,100,96,Urgent Follow-up
CL10074,SESS70074,103.190.138.56,Large,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Mining,Cloud Security Analytics,Analytics,LinkedIn Campaign,B2B Security Decision-Makers,SR007,Neo,International Expansion,520000,2025-02-22,2025-02-28,,,Demo Requested,1,1,0,0,58,0.2933,0.0,23893.89,17923.61,-17923.61,,BWP,4,1,1,0,0,327.0,0,6,Medium,6,4,6,327.0,0,2025-02-22T23:07:00,2025-02-23T05:07:00,52,55,Nurture
CL10075,SESS70075,186.169.124.34,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR004,Thato,South Africa Enterprise,460000,2025-01-15,2025-01-20,,,Demo Requested,1,1,0,0,57,0.2113,0.0,8242.48,8583.3,-8583.3,,BWP,4,1,1,0,0,528.3,0,6,Medium,6,4,5,528.3,0,2025-01-15T12:10:00,2025-01-15T23:36:00,52,55,Nurture
CL10076,SESS70076,131.114.120.214,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,AI Security Audit,Advisory,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-03-03,2025-03-04,,,Demo Requested,1,1,0,0,74,0.4046,0.0,13035.87,7088.8,-7088.8,,BWP,6,1,1,2,0,407.2,0,10,High,10,8,7,407.2,0,2025-03-03T22:45:00,2025-03-04T08:03:00,100,86,Urgent Follow-up
CL10077,SESS70077,89.202.23.250,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Telecommunications,Fraud Monitoring Solution,Platform,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-03-06,2025-03-12,2025-03-21,,Proposal Sent,1,1,1,0,61,0.2174,0.0,12525.51,12676.44,-12676.44,,BWP,5,1,1,2,0,383.0,0,10,Medium,10,6,7,383.0,0,2025-03-06T11:36:00,2025-03-07T02:04:00,80,70,Sales Ready
CL10078,SESS70078,182.61.26.132,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Legal Services,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR002,Kagiso,Botswana Core,390000,2025-05-10,2025-05-11,,,Demo Requested,1,1,0,0,40,0.1422,0.0,2626.25,4062.96,-4062.96,,BWP,4,1,1,0,0,483.7,0,6,Low,6,3,5,483.7,0,2025-05-10T13:58:00,2025-05-10T22:18:00,42,41,Low Priority
CL10079,SESS70079,190.2.246.35,Large,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Logistics,Executive Cyber Training,Training,Email Nurture,SME Security Education Series,SR004,Thato,South Africa Enterprise,460000,2025-04-23,2025-04-26,,,Demo Requested,1,1,0,0,74,0.3984,0.0,9627.12,5316.16,-5316.16,,BWP,5,1,1,0,0,581.7,0,7,High,7,4,6,581.7,0,2025-04-23T19:19:00,2025-04-24T04:35:00,54,65,Nurture
CL10080,SESS70080,123.204.20.245,Micro,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Logistics,Threat Detection Platform,Platform,LinkedIn Campaign,B2B Security Decision-Makers,SR001,Naledi,Botswana Core,420000,2025-05-29,2025-06-03,2025-06-06,,Proposal Sent,1,1,1,0,80,0.2899,0.0,13394.57,10164.53,-10164.53,,BWP,2,1,1,2,0,355.3,0,7,High,7,5,6,355.3,0,2025-05-29T11:17:00,2025-05-29T20:32:00,64,73,Sales Ready
CL10081,SESS70081,64.51.72.237,Small,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Legal Services,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR003,Lorato,South Africa Enterprise,480000,2025-05-11,,,,Inquiry,1,0,0,0,50,0.2841,0.0,4093.19,3169.11,-3169.11,,BWP,4,1,0,2,0,495.7,0,7,Medium,7,5,6,495.7,0,2025-05-11T18:07:00,2025-05-12T05:39:00,64,56,Nurture
CL10082,SESS70082,184.153.181.224,Large,South Africa,SADC,Pretoria,-25.7479,28.2293,High,0.64,Hospitality,AI Security Audit,Advisory,Regional Roadshow,Windhoek SME Security Roadshow,SR004,Thato,South Africa Enterprise,460000,2025-03-27,,,,Inquiry,1,0,0,0,65,0.3046,0.0,14672.22,10598.86,-10598.86,,BWP,4,1,0,0,0,447.4,0,5,Medium,5,2,4,447.4,0,2025-03-27T15:16:00,2025-03-27T20:10:00,30,49,Nurture
CL10083,SESS70083,136.175.171.189,Micro,Nigeria,Wider Africa,Lagos,6.5244,3.3792,High,0.62,Education,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR006,Boitumelo,Regional Growth,400000,2025-06-03,2025-06-04,2025-06-10,,Proposal Sent,1,1,1,0,55,0.1847,0.0,7300.01,8695.5,-8695.5,,BWP,6,1,1,0,0,410.2,0,9,Medium,9,6,7,410.2,0,2025-06-03T08:05:00,2025-06-03T18:03:00,78,65,Nurture
CL10084,SESS70084,106.185.21.135,Large,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Healthcare,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-02-08,,,,Inquiry,1,0,0,0,49,0.1909,0.0,7256.16,8363.52,-8363.52,,BWP,5,1,0,0,0,513.8,0,6,Medium,6,1,3,513.8,0,2025-02-08T11:18:00,2025-02-08T18:10:00,22,37,Low Priority
CL10085,SESS70085,193.37.123.36,Small,Zimbabwe,SADC,Harare,-17.8252,31.0335,Medium,0.46,Government,SME Security Package,SME,Regional Roadshow,Windhoek SME Security Roadshow,SR004,Thato,South Africa Enterprise,460000,2025-01-06,,,,Inquiry,1,0,0,0,27,0.0414,0.0,1028.36,5467.18,-5467.18,,BWP,6,1,0,2,0,422.0,0,9,Low,9,7,6,422.0,0,2025-01-06T14:52:00,2025-01-07T02:24:00,88,54,Nurture
CL10086,SESS70086,164.118.78.83,Large,Ethiopia,Wider Africa,Addis Ababa,8.9806,38.7578,Emerging,0.32,Financial Services,SME Security Package,SME,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-01-22,2025-01-26,,,Demo Requested,1,1,0,0,56,0.2167,0.0,8666.99,8800.0,-8800.0,,BWP,4,1,1,0,0,400.3,0,6,Medium,6,3,5,400.3,0,2025-01-22T12:07:00,2025-01-22T21:55:00,42,50,Nurture
CL10087,SESS70087,81.34.20.167,Enterprise,Zambia,SADC,Lusaka,-15.3875,28.3228,Medium,0.38,Retail,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-05-20,,,,Inquiry,1,0,0,0,65,0.1852,0.0,22821.21,27114.62,-27114.62,,BWP,3,1,0,2,0,368.0,0,6,Medium,6,4,5,368.0,0,2025-05-20T19:46:00,2025-05-21T02:42:00,52,59,Nurture
CL10088,SESS70088,153.246.226.189,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR001,Naledi,Botswana Core,420000,2025-04-06,,,,Inquiry,1,0,0,0,55,0.1833,0.0,9156.11,10986.62,-10986.62,,BWP,3,1,0,0,0,438.2,0,4,Medium,4,2,4,438.2,0,2025-04-06T21:03:00,2025-04-07T00:41:00,28,43,Low Priority
CL10089,SESS70089,92.91.156.181,Micro,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Mining,Threat Detection Platform,Platform,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-02-07,2025-02-10,2025-02-12,,Proposal Sent,1,1,1,0,81,0.2809,0.0,15149.83,11866.8,-11866.8,,BWP,5,1,1,0,0,382.0,0,8,Hot,8,4,6,382.0,0,2025-02-07T21:12:00,2025-02-08T05:59:00,56,70,Sales Ready
CL10090,SESS70090,152.170.119.162,Medium,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Logistics,SME Security Package,SME,LinkedIn Campaign,B2B Security Decision-Makers,SR005,Amogelang,Regional Growth,410000,2025-04-13,2025-04-20,2025-04-23,,Proposal Sent,1,1,1,0,98,0.4555,0.0,10475.61,5060.0,-5060.0,,BWP,2,1,1,1,0,382.2,0,6,Hot,6,4,6,382.2,0,2025-04-13T18:41:00,2025-04-14T04:12:00,52,77,Sales Ready
CL10091,SESS70091,57.183.117.166,Medium,United States,International,New York,40.7128,-74.006,High,0.76,Telecommunications,Cloud Security Analytics,Analytics,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR008,Lesedi,International Expansion,500000,2025-02-05,2025-02-12,2025-02-19,,Proposal Sent,1,1,1,0,97,0.5533,0.0,34608.98,13761.4,-13761.4,,BWP,5,1,1,0,0,427.2,0,8,Hot,8,5,7,427.2,0,2025-02-05T17:45:00,2025-02-06T03:32:00,66,83,Urgent Follow-up
CL10092,SESS70092,47.28.222.253,Large,Botswana,SADC,Francistown,-21.1702,27.5079,High,0.42,Legal Services,SME Security Package,SME,Referral,Partner Referral Programme,SR004,Thato,South Africa Enterprise,460000,2025-05-16,2025-05-22,2025-05-31,2025-06-17,Contract Confirmed,1,1,1,1,76,0.4985,17578.24,15505.81,6842.88,10735.36,32.0,BWP,6,1,1,0,1,470.7,0,10,High,10,7,8,470.7,0,2025-05-16T09:39:00,2025-05-17T00:32:00,90,82,Urgent Follow-up
CL10093,SESS70093,43.55.25.117,Large,Ghana,Wider Africa,Accra,5.6037,-0.187,Medium,0.45,Government,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR006,Boitumelo,Regional Growth,400000,2025-04-03,2025-04-07,2025-04-17,2025-05-09,Contract Confirmed,1,1,1,1,62,0.1946,37933.11,12489.97,14122.24,23810.87,36.0,BWP,4,1,1,1,1,428.7,0,9,Medium,9,7,9,428.7,0,2025-04-03T18:10:00,2025-04-04T04:58:00,88,74,Sales Ready
CL10094,SESS70094,132.220.77.201,Medium,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Retail,Threat Detection Platform,Platform,Regional Roadshow,Windhoek SME Security Roadshow,SR005,Amogelang,Regional Growth,410000,2025-03-23,2025-03-24,,,Demo Requested,1,1,0,0,58,0.176,0.0,12956.8,16197.5,-16197.5,,BWP,3,1,1,1,0,461.7,0,6,Medium,6,4,6,461.7,0,2025-03-23T11:30:00,2025-03-23T18:45:00,52,55,Nurture
CL10095,SESS70095,76.115.233.123,Medium,Kenya,Wider Africa,Mombasa,-4.0435,39.6682,High,0.58,Retail,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR005,Amogelang,Regional Growth,410000,2025-03-07,,,,Inquiry,1,0,0,0,67,0.2634,0.0,11633.67,9718.5,-9718.5,,BWP,4,1,0,1,0,365.8,0,6,High,6,4,5,365.8,0,2025-03-07T09:56:00,2025-03-07T17:32:00,52,60,Nurture
CL10096,SESS70096,120.150.23.5,Small,Rwanda,Wider Africa,Kigali,-1.9441,30.0619,Medium,0.41,Mining,AI Security Audit,Advisory,Email Nurture,SME Security Education Series,SR005,Amogelang,Regional Growth,410000,2025-05-05,2025-05-06,2025-05-13,,Proposal Sent,1,1,1,0,81,0.272,0.0,10459.14,8459.88,-8459.88,,BWP,2,1,1,2,0,593.7,0,7,Hot,7,5,6,593.7,0,2025-05-05T12:29:00,2025-05-05T21:58:00,64,73,Sales Ready
CL10097,SESS70097,151.47.44.168,Medium,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Healthcare,SME Security Package,SME,Google Search,Search Ads - Cybersecurity Help,SR001,Naledi,Botswana Core,420000,2025-03-19,2025-03-23,,,Demo Requested,1,1,0,0,72,0.3364,0.0,9990.5,6534.0,-6534.0,,BWP,7,1,1,0,0,376.4,0,9,High,9,5,6,376.4,0,2025-03-19T21:00:00,2025-03-20T05:40:00,68,70,Sales Ready
CL10098,SESS70098,93.223.156.14,Large,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Mining,Threat Detection Platform,Platform,Cybersecurity Webinar,Gaborone AI Hub Webinar,SR003,Lorato,South Africa Enterprise,480000,2025-01-21,,,,Inquiry,1,0,0,0,58,0.2243,0.0,27872.23,27341.11,-27341.11,,BWP,4,1,0,1,0,231.8,0,6,Medium,6,4,5,231.8,0,2025-01-21T22:04:00,2025-01-22T08:16:00,52,55,Nurture
CL10099,SESS70099,83.69.22.190,Medium,Mozambique,SADC,Maputo,-25.9692,32.5732,Medium,0.31,Financial Services,Threat Detection Platform,Platform,Direct Visit,Organic Website Visit,SR004,Thato,South Africa Enterprise,460000,2025-01-28,2025-01-30,2025-02-07,,Proposal Sent,1,1,1,0,98,0.2585,0.0,27040.97,23017.5,-23017.5,,BWP,4,1,1,1,0,473.4,0,8,Hot,8,4,6,473.4,0,2025-01-28T17:34:00,2025-01-29T02:07:00,56,79,Sales Ready
CL10100,SESS70100,120.211.208.192,Large,Namibia,SADC,Windhoek,-22.5609,17.0658,Medium,0.35,Telecommunications,AI Security Audit,Advisory,LinkedIn Campaign,B2B Security Decision-Makers,SR004,Thato,South Africa Enterprise,460000,2025-06-25,,,,Inquiry,1,0,0,0,59,0.2191,0.0,14677.53,14735.0,-14735.0,,BWP,2,1,0,2,0,257.8,0,5,Medium,5,3,4,257.8,0,2025-06-25T15:00:00,2025-06-25T22:10:00,40,50,Nurture
CL10101,SESS70101,93.236.130.204,Small,Kenya,Wider Africa,Nairobi,-1.2921,36.8219,High,0.58,Legal Services,Executive Cyber Training,Training,Referral,Partner Referral Programme,SR005,Amogelang,Regional Growth,410000,2025-06-17,,,,Inquiry,1,0,0,0,86,0.6157,0.0,8212.22,2934.36,-2934.36,,BWP,3,1,0,0,0,396.8,0,4,Hot,4,2,4,396.8,0,2025-06-17T21:13:00,2025-06-17T23:41:00,28,60,Nurture
CL10102,SESS70102,52.244.125.187,Medium,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Financial Services,Executive Cyber Training,Training,Google Search,Search Ads - Cybersecurity Help,SR003,Lorato,South Africa Enterprise,480000,2025-05-16,2025-05-19,2025-05-28,,Proposal Sent,1,1,1,0,67,0.4183,0.0,10728.59,5643.0,-5643.0,,BWP,6,1,1,0,0,459.7,0,9,High,9,5,7,459.7,0,2025-05-16T23:25:00,2025-05-17T07:22:00,68,67,Sales Ready
CL10103,SESS70103,79.71.234.218,Small,United Arab Emirates,International,Dubai,25.2048,55.2708,High,0.63,Mining,AI Security Audit,Advisory,Google Search,Search Ads - Cybersecurity Help,SR008,Lesedi,International Expansion,500000,2025-02-28,2025-03-03,,,Demo Requested,1,1,0,0,77,0.3675,0.0,16674.02,9982.66,-9982.66,,BWP,3,1,1,3,0,342.1,0,8,High,8,5,5,342.1,0,2025-02-28T07:35:00,2025-02-28T17:57:00,66,72,Sales Ready
CL10104,SESS70104,46.226.14.127,Micro,Botswana,SADC,Gaborone,-24.6282,25.9231,High,0.42,Education,Threat Detection Platform,Platform,Industry Conference,Johannesburg FinTech Cyber Briefing,SR002,Kagiso,Botswana Core,390000,2025-06-26,,,,Inquiry,1,0,0,0,71,0.3211,0.0,13705.4,9391.14,-9391.14,,BWP,3,1,0,2,0,444.0,0,6,High,6,4,5,444.0,0,2025-06-26T13:36:00,2025-06-26T23:07:00,52,62,Nurture
CL10105,SESS70105,134.87.14.12,Small,United States,International,Austin,30.2672,-97.7431,High,0.76,Mining,Cloud Security Analytics,Analytics,Direct Visit,Organic Website Visit,SR007,Neo,International Expansion,520000,2025-05-29,2025-06-04,2025-06-14,,Proposal Sent,1,1,1,0,62,0.2728,0.0,13545.04,10922.2,-10922.2,,BWP,4,1,1,1,0,415.2,0,8,Medium,8,4,6,415.2,0,2025-05-29T17:34:00,2025-05-30T01:48:00,56,59,Nurture
CL10106,SESS70106,137.222.149.4,Medium,South Africa,SADC,Johannesburg,-26.2041,28.0473,High,0.64,Logistics,SME Security Package,SME,Email Nurture,SME Security Education Series,SR003,Lorato,South Africa Enterprise,480000,2025-05-19,2025-05-23,2025-05-27,,Proposal Sent,1,1,1,0,64,0.2989,0.0,7423.63,5464.8,-5464.8,,BWP,3,1,1,1,0,536.7,0,7,Medium,7,4,6,536.7,0,2025-05-19T13:26:00,2025-05-19T21:17:00,54,60,Nurture
CL10107,SESS70107,115.92.195.205,Small,Lesotho,SADC,Maseru,-29.3158,27.4869,Emerging,0.28,Mining,Fraud Monitoring Solution,Platform,Direct Visit,Organic Website Visit,SR001,Naledi,Botswana Core,420000,2025-04-04,2025-04-08,2025-04-12,,Proposal Sent,1,1,1,0,67,0.2055,0.0,12051.56,12898.83,-12898.83,,BWP,4,1,1,0,0,439.0,0,7,High,7,5,7,439.0,0,2025-04-04T11:27:00,2025-04-04T20:22:00,64,66,Sales Ready
